Customer_ID,Quarter,Segment,Plan,Status,MRR_INR,Tenure_Months,Seats,Usage_Pct,CSAT,Industry,Churn_Reason,Onboarding_Type,Support_Tickets,Region
750,Q3,SMB,Starter,Trial,4202,3,6,16,6.3,SaaS,Not Applicable,Self-serve,3,South
751,Q3,Mid-Market,Starter,Active,3938,30,7,39,8.9,Media,Not Applicable,Self-serve,3,West
752,Q3,Mid-Market,Growth,Active,19483,14,37,69,6.4,Healthcare,Not Applicable,Assisted,6,South
753,Q3,SMB,Growth,Active,8100,29,25,37,7.9,Manufacturing,Not Applicable,Self-serve,0,East
754,Q3,Enterprise,Enterprise,Active,43866,24,174,57,6.9,EdTech,Not Applicable,Enterprise CSM,4,North
755,Q3,Mid-Market,Growth,Churned,8809,3,10,35,4.7,Media,Budget cut,Assisted,12,East
756,Q3,Mid-Market,Starter,Active,2452,4,1,60,8.3,EdTech,Not Applicable,Self-serve,6,North
757,Q3,SMB,Starter,Churned,2794,24,9,12,5.3,SaaS,Price,Self-serve,3,South
758,Q3,Mid-Market,Growth,Churned,18567,35,17,24,4.5,Ecommerce,Poor UX,Assisted,5,North
759,Q3,Enterprise,Enterprise,Active,51738,16,164,69,6.9,Logistics,Not Applicable,Enterprise CSM,4,West
760,Q3,Enterprise,Enterprise,Churned,37829,19,105,5,3.6,Ecommerce,No response,Enterprise CSM,7,East
761,Q3,SMB,Starter,Active,3749,16,8,53,8.7,EdTech,Not Applicable,Self-serve,5,North
762,Q3,SMB,Starter,Active,3925,21,4,45,7.9,Ecommerce,Not Applicable,Self-serve,4,South
763,Q3,SMB,Starter,Active,15075,7,3,42,6.5,Media,Not Applicable,Self-serve,1,North
764,Q3,SMB,Starter,Active,3269,34,2,42,6.5,Manufacturing,Not Applicable,Self-serve,4,East
765,Q3,Enterprise,Enterprise,Active,51004,3,78,62,6.9,Healthcare,Not Applicable,Enterprise CSM,5,East
766,Q3,Mid-Market,Starter,Active,3168,5,2,55,6.0,SaaS,Not Applicable,Self-serve,3,South
767,Q3,Enterprise,Enterprise,Active,32154,14,179,55,8.8,Manufacturing,Not Applicable,Enterprise CSM,5,North
768,Q3,Mid-Market,Starter,Trial,4392,3,4,30,5.1,Fintech,Not Applicable,Self-serve,4,East
769,Q3,Enterprise,Growth,Active,8983,4,5,67,7.5,Media,Not Applicable,Self-serve,5,East
770,Q3,Mid-Market,Growth,Churned,15110,22,21,5,4.8,Healthcare,Competitor,Self-serve,5,West
771,Q3,Mid-Market,Growth,Churned,8958,14,11,5,4.9,Media,Missing features,Self-serve,8,West
772,Q3,Mid-Market,Growth,Active,8899,33,46,36,6.3,Ecommerce,Not Applicable,Self-serve,0,South
773,Q3,Mid-Market,Growth,Churned,14186,23,23,29,6.9,Logistics,Price,Assisted,12,West
774,Q3,Mid-Market,Growth,Trial,16275,19,12,35,6.3,Healthcare,Not Applicable,Self-serve,0,North
775,Q3,SMB,Starter,Trial,4006,16,9,33,6.0,Healthcare,Not Applicable,Self-serve,4,South
776,Q3,SMB,Starter,Churned,2063,9,2,32,5.7,Manufacturing,Price,Self-serve,12,West
777,Q3,Enterprise,Enterprise,Active,51169,24,186,62,6.2,Media,Not Applicable,Enterprise CSM,6,West
778,Q3,SMB,Starter,Paused,4643,24,6,50,7.2,Media,Not Applicable,Self-serve,4,South
779,Q3,Mid-Market,Enterprise,Active,54737,34,23,57,8.1,Media,Not Applicable,Enterprise CSM,2,West
780,Q3,SMB,Starter,Churned,4042,6,10,23,5.9,Manufacturing,Price,Self-serve,4,East
781,Q3,Mid-Market,Growth,Active,10957,27,27,56,8.7,Healthcare,Not Applicable,Assisted,1,South
782,Q3,Mid-Market,Growth,Active,17092,18,44,49,8.0,Media,Not Applicable,Assisted,2,East
783,Q3,Mid-Market,Growth,Active,17291,8,35,50,7.3,Manufacturing,Not Applicable,Assisted,5,North
784,Q3,Mid-Market,Growth,Churned,17158,32,49,36,4.8,Fintech,No response,Assisted,6,East
785,Q3,Mid-Market,Starter,Active,4130,35,4,56,6.9,Media,Not Applicable,Self-serve,4,South
786,Q3,Enterprise,Enterprise,Trial,43803,35,119,39,5.4,Fintech,Not Applicable,Enterprise CSM,0,East
787,Q3,Mid-Market,Growth,Paused,18672,14,42,39,5.6,Media,Not Applicable,Assisted,0,North
788,Q3,Enterprise,Enterprise,Active,71634,6,28,70,8.9,Media,Not Applicable,Enterprise CSM,4,South
789,Q3,Mid-Market,Growth,Paused,18312,7,29,47,6.1,Media,Not Applicable,Self-serve,2,West
790,Q3,Enterprise,Growth,Active,14507,17,20,72,8.2,Manufacturing,Not Applicable,Assisted,3,South
791,Q3,SMB,Growth,Churned,9220,5,24,14,5.0,Manufacturing,Competitor,Assisted,14,West
792,Q3,Mid-Market,Enterprise,Churned,66554,35,55,5,5.0,Media,Missing features,Enterprise CSM,9,East
793,Q3,Mid-Market,Growth,Churned,18189,9,8,31,4.1,EdTech,No response,Assisted,8,North
794,Q3,Enterprise,Enterprise,Churned,33110,4,165,26,6.9,Healthcare,Budget cut,Self-serve,11,South
795,Q3,Enterprise,Enterprise,Active,65710,31,79,65,7.7,Media,Not Applicable,Enterprise CSM,5,East
796,Q3,Enterprise,Enterprise,Active,54920,24,51,45,8.2,Logistics,Not Applicable,Enterprise CSM,2,South
797,Q3,Mid-Market,Growth,Churned,14617,2,36,40,3.7,SaaS,Competitor,Assisted,13,South
798,Q3,Enterprise,Enterprise,Active,61588,33,43,58,6.2,Healthcare,Not Applicable,Enterprise CSM,3,South
799,Q3,Mid-Market,Starter,Active,4750,12,6,54,6.8,Healthcare,Not Applicable,Self-serve,3,East
800,Q3,SMB,Starter,Churned,2260,5,3,28,4.6,Manufacturing,Price,Self-serve,6,North
801,Q3,Enterprise,Enterprise,Paused,38204,20,165,46,7.9,Fintech,Not Applicable,Enterprise CSM,1,West
802,Q3,SMB,Starter,Active,3070,12,5,57,8.5,Media,Not Applicable,Self-serve,3,South
803,Q3,SMB,Growth,Churned,19041,14,33,31,5.6,Logistics,No response,Assisted,6,North
804,Q3,SMB,Growth,Trial,14190,9,8,27,6.6,Media,Not Applicable,Self-serve,2,East
805,Q3,Enterprise,Growth,Active,19192,36,9,66,8.8,Fintech,Not Applicable,Self-serve,2,South
806,Q3,SMB,Starter,Churned,3942,7,3,14,3.7,Logistics,Price,Self-serve,6,North
807,Q3,SMB,Starter,Churned,2200,26,9,8,5.2,Media,No response,Self-serve,13,East
808,Q3,Enterprise,Growth,Churned,8837,15,44,5,5.9,Logistics,Price,Assisted,15,West
809,Q3,Mid-Market,Growth,Churned,11698,2,22,27,4.6,Fintech,Poor UX,Self-serve,6,North
810,Q3,Enterprise,Enterprise,Active,38125,25,54,53,6.9,Ecommerce,Not Applicable,Enterprise CSM,2,West
811,Q4,Enterprise,Enterprise,Active,69691,20,173,51,6.9,SaaS,Not Applicable,Self-serve,3,West
812,Q4,SMB,Starter,Churned,3868,12,10,5,3.9,Healthcare,Budget cut,Self-serve,12,North
813,Q4,SMB,Starter,Active,2586,12,5,54,7.0,Healthcare,Not Applicable,Self-serve,2,North
814,Q4,SMB,Starter,Active,4442,15,10,47,8.7,Ecommerce,Not Applicable,Self-serve,1,East
815,Q4,Enterprise,Enterprise,Churned,46128,23,66,24,5.8,SaaS,Missing features,Enterprise CSM,10,West
816,Q4,Mid-Market,Growth,Active,18600,28,20,40,8.6,Fintech,Not Applicable,Assisted,2,East
817,Q4,SMB,Enterprise,Active,68753,3,87,48,7.7,Healthcare,Not Applicable,Enterprise CSM,2,North
818,Q4,Mid-Market,Growth,Active,14216,24,18,54,7.9,Ecommerce,Not Applicable,Self-serve,4,West
819,Q4,Enterprise,Enterprise,Active,38700,4,168,63,8.8,Fintech,Not Applicable,Enterprise CSM,2,North
820,Q4,Mid-Market,Growth,Active,8480,33,14,62,7.3,Fintech,Not Applicable,Assisted,3,South
821,Q4,Mid-Market,Starter,Trial,2991,32,6,24,7.4,EdTech,Not Applicable,Self-serve,2,North
822,Q4,Mid-Market,Starter,Active,3934,7,2,65,6.9,SaaS,Not Applicable,Self-serve,5,East
823,Q4,SMB,Starter,Paused,4906,16,3,16,6.7,Manufacturing,Not Applicable,Self-serve,3,West
824,Q4,Enterprise,Enterprise,Active,60328,24,106,71,8.3,Ecommerce,Not Applicable,Enterprise CSM,2,West
825,Q4,Enterprise,Enterprise,Active,60169,31,98,51,7.2,Fintech,Not Applicable,Self-serve,6,North
826,Q4,SMB,Starter,Active,4307,21,2,60,8.3,Manufacturing,Not Applicable,Unknown,3,East
827,Q4,Enterprise,Growth,Active,18532,13,41,48,7.9,Logistics,Not Applicable,Assisted,2,South
828,Q4,SMB,Growth,Active,8368,29,17,50,7.6,EdTech,Not Applicable,Self-serve,2,West
829,Q4,Mid-Market,Enterprise,Churned,60274,12,176,18,3.3,Manufacturing,Competitor,Enterprise CSM,4,East
830,Q4,Enterprise,Enterprise,Paused,69187,15,29,23,5.4,Media,Not Applicable,Enterprise CSM,0,South
831,Q4,Enterprise,Growth,Active,15264,3,25,37,8.2,Ecommerce,Not Applicable,Self-serve,3,East
832,Q4,Enterprise,Growth,Active,18824,28,26,69,7.6,Healthcare,Not Applicable,Self-serve,4,East
833,Q4,Mid-Market,Starter,Active,3678,32,2,53,6.7,SaaS,Not Applicable,Self-serve,2,East
834,Q4,SMB,Growth,Active,9918,31,50,56,7.1,Media,Not Applicable,Self-serve,0,East
835,Q4,Enterprise,Enterprise,Active,32461,6,109,72,8.1,Manufacturing,Not Applicable,Self-serve,1,East
836,Q4,Enterprise,Enterprise,Active,66026,29,71,43,7.0,Media,Not Applicable,Enterprise CSM,4,East
837,Q4,Enterprise,Enterprise,Active,66789,31,90,56,6.7,Media,Not Applicable,Enterprise CSM,6,West
838,Q4,Enterprise,Growth,Churned,17443,25,36,5,5.1,EdTech,Price,Self-serve,9,North
839,Q4,SMB,Starter,Active,3073,35,2,71,6.7,Media,Not Applicable,Self-serve,4,South
840,Q4,Enterprise,Enterprise,Active,40400,17,177,46,6.7,Media,Not Applicable,Enterprise CSM,0,South
841,Q4,Enterprise,Enterprise,Active,61426,16,84,62,6.2,Media,Not Applicable,Enterprise CSM,0,East
842,Q4,SMB,Starter,Active,4280,19,4,40,8.8,Logistics,Not Applicable,Self-serve,3,North
843,Q4,SMB,Starter,Churned,3515,16,7,5,3.2,Media,No response,Self-serve,3,East
844,Q4,Enterprise,Enterprise,Paused,60395,5,64,55,7.7,Ecommerce,Not Applicable,Enterprise CSM,3,West
845,Q4,Mid-Market,Growth,Active,12129,14,9,40,7.3,Healthcare,Not Applicable,Assisted,3,West
846,Q4,Mid-Market,Enterprise,Active,75638,16,174,50,6.9,Fintech,Not Applicable,Unknown,2,West
847,Q4,Mid-Market,Growth,Paused,13843,22,34,19,6.4,Fintech,Not Applicable,Self-serve,5,East
848,Q4,SMB,Starter,Active,4071,9,7,58,6.1,Ecommerce,Not Applicable,Self-serve,2,East
849,Q4,Mid-Market,Starter,Active,15075,7,6,69,8.3,Fintech,Not Applicable,Self-serve,2,South
850,Q4,SMB,Growth,Active,9955,7,50,51,8.1,EdTech,Not Applicable,Self-serve,5,North
851,Q4,Enterprise,Enterprise,Paused,72794,6,107,50,6.9,Logistics,Not Applicable,Enterprise CSM,2,North
852,Q4,Enterprise,Enterprise,Trial,72664,33,115,42,6.9,Logistics,Not Applicable,Enterprise CSM,3,North
853,Q4,Mid-Market,Growth,Active,9241,30,10,39,7.3,Ecommerce,Not Applicable,Assisted,1,West
854,Q4,Mid-Market,Starter,Active,3887,9,3,54,7.8,Manufacturing,Not Applicable,Self-serve,4,West
855,Q4,SMB,Growth,Active,12976,27,40,74,7.3,SaaS,Not Applicable,Assisted,3,East
856,Q4,Mid-Market,Growth,Paused,19700,18,34,35,7.3,Healthcare,Not Applicable,Assisted,4,North
857,Q4,Mid-Market,Enterprise,Trial,77750,8,33,36,6.4,Healthcare,Not Applicable,Enterprise CSM,5,North
858,Q4,Mid-Market,Enterprise,Active,79460,24,170,68,8.0,Logistics,Not Applicable,Enterprise CSM,1,North
859,Q4,Mid-Market,Growth,Active,17462,19,21,64,7.5,Healthcare,Not Applicable,Assisted,1,West
860,Q4,Enterprise,Starter,Churned,4599,2,2,32,5.6,EdTech,Price,Self-serve,14,South
861,Q4,Mid-Market,Growth,Active,14328,15,22,44,6.6,Fintech,Not Applicable,Self-serve,0,East
862,Q4,Mid-Market,Starter,Active,15075,29,8,41,8.9,Ecommerce,Not Applicable,Self-serve,0,West
863,Q4,Enterprise,Enterprise,Active,78374,25,39,58,8.9,Media,Not Applicable,Enterprise CSM,1,South
864,Q4,SMB,Starter,Active,2913,27,5,49,8.6,Healthcare,Not Applicable,Self-serve,3,West
865,Q4,SMB,Growth,Churned,19296,33,46,20,5.2,Manufacturing,No response,Self-serve,11,East
866,Q4,Enterprise,Enterprise,Active,77169,18,113,64,6.8,Healthcare,Not Applicable,Enterprise CSM,3,West
867,Q4,SMB,Starter,Churned,2617,15,4,23,5.4,Logistics,Poor UX,Self-serve,15,East
868,Q4,Enterprise,Enterprise,Active,67274,25,184,71,6.9,Healthcare,Not Applicable,Enterprise CSM,4,East
869,Q4,Enterprise,Enterprise,Active,49383,17,104,69,9.0,Media,Not Applicable,Enterprise CSM,5,North
870,Q4,Mid-Market,Starter,Active,4670,25,4,59,8.2,Media,Not Applicable,Self-serve,1,East
871,Q4,Mid-Market,Growth,Paused,16619,12,20,46,7.6,Media,Not Applicable,Self-serve,5,East
872,Q4,Enterprise,Enterprise,Trial,72388,19,103,27,5.4,Ecommerce,Not Applicable,Enterprise CSM,4,East
873,Q4,Enterprise,Enterprise,Paused,33773,33,57,34,5.7,Ecommerce,Not Applicable,Self-serve,4,South
874,Q4,Mid-Market,Growth,Trial,9350,11,29,37,6.9,Fintech,Not Applicable,Self-serve,5,South
875,Q4,SMB,Starter,Churned,2963,11,5,5,3.9,Ecommerce,Competitor,Self-serve,8,East
876,Q4,SMB,Growth,Active,8165,8,31,49,8.3,Logistics,Not Applicable,Self-serve,3,West
877,Q4,Mid-Market,Starter,Active,3331,15,5,39,7.7,EdTech,Not Applicable,Self-serve,6,South
878,Q4,Mid-Market,Enterprise,Active,79625,22,124,67,8.7,Manufacturing,Not Applicable,Enterprise CSM,3,North
879,Q4,SMB,Starter,Active,2986,7,6,65,7.0,EdTech,Not Applicable,Self-serve,6,South
880,Q4,SMB,Enterprise,Active,63085,8,27,58,7.4,Media,Not Applicable,Enterprise CSM,4,North
881,Q4,SMB,Growth,Churned,17567,3,37,34,5.0,Media,Budget cut,Assisted,8,North
882,Q4,Enterprise,Enterprise,Churned,75141,3,159,36,5.8,Fintech,Price,Enterprise CSM,7,South
883,Q4,SMB,Growth,Active,11571,13,17,42,6.7,Healthcare,Not Applicable,Self-serve,3,West
884,Q4,SMB,Starter,Active,2357,14,6,71,7.5,Healthcare,Not Applicable,Self-serve,1,East
885,Q4,SMB,Starter,Active,4600,24,4,37,7.2,Healthcare,Not Applicable,Self-serve,1,West
886,Q4,Enterprise,Enterprise,Churned,47129,23,68,26,4.7,Manufacturing,Competitor,Enterprise CSM,10,North
887,Q4,Enterprise,Enterprise,Active,56925,13,152,63,8.2,Healthcare,Not Applicable,Enterprise CSM,5,North
888,Q4,SMB,Starter,Trial,2161,35,9,36,6.9,Manufacturing,Not Applicable,Self-serve,5,North
889,Q4,Enterprise,Enterprise,Active,66430,34,44,49,6.1,Media,Not Applicable,Enterprise CSM,1,South
890,Q4,Mid-Market,Growth,Active,14014,7,30,69,7.7,Fintech,Not Applicable,Assisted,1,South
891,Q4,SMB,Growth,Churned,16070,13,23,17,4.4,EdTech,Missing features,Self-serve,15,South
892,Q4,SMB,Starter,Active,3545,31,9,59,6.3,Ecommerce,Not Applicable,Self-serve,5,West
893,Q4,Enterprise,Enterprise,Active,67332,24,187,70,7.5,Manufacturing,Not Applicable,Enterprise CSM,0,East
894,Q4,Mid-Market,Enterprise,Trial,59509,33,120,49,6.9,EdTech,Not Applicable,Enterprise CSM,2,North
895,Q4,Enterprise,Enterprise,Active,51734,25,66,38,6.2,Ecommerce,Not Applicable,Enterprise CSM,3,East
896,Q4,SMB,Starter,Active,2893,27,9,45,7.0,Media,Not Applicable,Self-serve,2,South
897,Q4,Enterprise,Enterprise,Churned,46494,29,99,35,5.2,Media,Competitor,Enterprise CSM,6,East
898,Q4,SMB,Growth,Churned,19310,10,26,15,5.4,EdTech,Budget cut,Self-serve,14,East
899,Q4,Mid-Market,Growth,Churned,12778,27,14,5,3.5,Fintech,Price,Assisted,11,West
900,Q4,Mid-Market,Starter,Paused,2756,27,5,53,6.8,Ecommerce,Not Applicable,Self-serve,3,North
901,Q4,SMB,Starter,Active,2487,22,8,38,8.4,Manufacturing,Not Applicable,Self-serve,3,South
902,Q4,Mid-Market,Growth,Active,16312,10,6,40,8.6,Fintech,Not Applicable,Self-serve,3,South
903,Q4,Mid-Market,Starter,Trial,4173,32,1,29,7.9,SaaS,Not Applicable,Self-serve,3,East
904,Q4,Mid-Market,Growth,Churned,17791,32,47,16,3.1,EdTech,Budget cut,Assisted,13,East
905,Q4,Mid-Market,Growth,Active,9464,4,33,73,8.0,Healthcare,Not Applicable,Self-serve,6,East
906,Q4,Enterprise,Enterprise,Active,65730,8,150,54,8.1,Ecommerce,Not Applicable,Enterprise CSM,1,South
907,Q4,Enterprise,Growth,Active,17015,12,39,50,7.6,Logistics,Not Applicable,Assisted,1,West
908,Q4,SMB,Starter,Churned,3284,5,9,19,6.9,Logistics,Missing features,Self-serve,14,South
909,Q4,SMB,Enterprise,Churned,54153,7,80,5,4.5,Logistics,Competitor,Enterprise CSM,15,North
910,Q4,Mid-Market,Growth,Active,16035,27,16,35,8.9,Ecommerce,Not Applicable,Assisted,0,South
911,Q4,Mid-Market,Growth,Active,17459,20,16,51,6.9,SaaS,Not Applicable,Self-serve,5,East
912,Q4,SMB,Starter,Active,4379,17,9,68,7.2,EdTech,Not Applicable,Self-serve,1,North
913,Q4,Enterprise,Growth,Active,18966,8,43,57,8.4,Fintech,Not Applicable,Assisted,6,East
914,Q4,SMB,Growth,Paused,12689,28,21,45,6.1,Ecommerce,Not Applicable,Self-serve,6,East
915,Q4,Mid-Market,Growth,Trial,16182,25,10,54,5.3,Logistics,Not Applicable,Self-serve,0,East
916,Q4,SMB,Starter,Active,3330,17,9,40,8.3,Healthcare,Not Applicable,Self-serve,5,West
917,Q4,Enterprise,Enterprise,Active,78686,25,155,60,7.2,Fintech,Not Applicable,Self-serve,0,East
918,Q4,SMB,Growth,Active,15690,33,6,66,8.5,Manufacturing,Not Applicable,Self-serve,3,South
919,Q4,SMB,Starter,Churned,2788,6,2,18,3.9,EdTech,Price,Self-serve,3,North
920,Q4,Enterprise,Enterprise,Paused,38928,22,45,45,6.9,Media,Not Applicable,Enterprise CSM,4,East
921,Q4,SMB,Starter,Paused,3433,17,4,30,7.4,Ecommerce,Not Applicable,Self-serve,4,North
922,Q4,Mid-Market,Enterprise,Active,64847,25,51,54,8.9,Media,Not Applicable,Enterprise CSM,5,South
923,Q4,SMB,Growth,Active,12373,35,5,62,8.5,Manufacturing,Not Applicable,Assisted,3,East
924,Q4,SMB,Starter,Active,2569,36,3,60,6.2,SaaS,Not Applicable,Self-serve,1,West
925,Q4,SMB,Starter,Paused,3395,10,3,22,6.0,Manufacturing,Not Applicable,Self-serve,1,North
926,Q4,SMB,Growth,Churned,13393,26,21,17,4.1,SaaS,Price,Assisted,9,West
927,Q4,SMB,Starter,Churned,4654,8,6,28,5.7,Manufacturing,Poor UX,Self-serve,13,East
928,Q4,SMB,Starter,Active,3831,36,2,46,7.4,Media,Not Applicable,Self-serve,3,West
929,Q4,SMB,Starter,Active,3123,34,5,36,6.3,Media,Not Applicable,Self-serve,6,East
930,Q4,SMB,Starter,Paused,2861,4,9,34,5.5,Manufacturing,Not Applicable,Self-serve,1,South
931,Q4,Enterprise,Starter,Active,2639,4,2,49,8.8,EdTech,Not Applicable,Self-serve,1,North
932,Q4,SMB,Starter,Churned,4560,26,2,19,5.8,Fintech,Price,Self-serve,6,North
933,Q4,SMB,Starter,Active,4456,18,6,72,7.5,Fintech,Not Applicable,Self-serve,0,West
934,Q4,SMB,Growth,Churned,14930,13,12,12,6.9,EdTech,Poor UX,Self-serve,11,West
935,Q4,Mid-Market,Growth,Active,17755,20,38,41,8.9,Healthcare,Not Applicable,Assisted,2,East
936,Q4,Mid-Market,Enterprise,Active,56498,4,35,38,6.3,EdTech,Not Applicable,Enterprise CSM,5,West
937,Q4,SMB,Starter,Paused,2805,31,9,35,6.5,EdTech,Not Applicable,Self-serve,3,South
938,Q4,SMB,Starter,Paused,4405,4,2,50,6.9,EdTech,Not Applicable,Self-serve,6,West
939,Q4,SMB,Starter,Active,2959,17,9,42,6.9,Manufacturing,Not Applicable,Self-serve,4,East
940,Q4,Mid-Market,Enterprise,Trial,59830,16,104,15,7.3,Ecommerce,Not Applicable,Enterprise CSM,1,North
941,Q4,Enterprise,Enterprise,Active,59976,2,110,45,6.7,Manufacturing,Not Applicable,Enterprise CSM,0,North
942,Q4,Enterprise,Growth,Trial,15431,20,13,24,6.9,EdTech,Not Applicable,Assisted,1,East
943,Q4,Enterprise,Enterprise,Churned,32728,21,34,36,4.9,Media,Competitor,Enterprise CSM,8,East
944,Q4,Mid-Market,Growth,Active,16657,17,37,73,8.0,Manufacturing,Not Applicable,Assisted,2,West
945,Q4,SMB,Growth,Churned,8443,26,40,5,3.8,SaaS,Poor UX,Self-serve,10,West
946,Q4,SMB,Starter,Trial,2898,4,5,24,5.1,Logistics,Not Applicable,Self-serve,3,North
947,Q4,SMB,Starter,Active,4824,5,8,71,7.0,Media,Not Applicable,Self-serve,3,West
948,Q4,SMB,Starter,Active,3376,23,10,55,8.1,SaaS,Not Applicable,Self-serve,3,East
949,Q4,Enterprise,Enterprise,Active,36698,11,79,38,8.6,EdTech,Not Applicable,Enterprise CSM,4,East
950,Q4,Mid-Market,Growth,Trial,15189,30,32,27,6.4,Healthcare,Not Applicable,Self-serve,4,South
951,Q4,SMB,Starter,Active,2712,28,3,71,6.4,Ecommerce,Not Applicable,Unknown,5,South
952,Q4,Mid-Market,Enterprise,Active,78497,27,172,72,8.5,Logistics,Not Applicable,Enterprise CSM,6,South
953,Q4,SMB,Starter,Active,2919,8,6,43,8.0,Manufacturing,Not Applicable,Self-serve,5,South
954,Q4,Mid-Market,Growth,Trial,15926,17,13,52,7.3,Fintech,Not Applicable,Self-serve,1,East
955,Q4,Mid-Market,Growth,Active,10595,14,20,42,7.5,Media,Not Applicable,Unknown,2,North
956,Q4,Enterprise,Enterprise,Churned,35203,7,45,35,5.8,SaaS,Budget cut,Enterprise CSM,4,East
957,Q4,Mid-Market,Growth,Active,15772,36,19,67,7.5,Fintech,Not Applicable,Self-serve,1,West
958,Q4,SMB,Starter,Active,2732,36,10,66,7.9,Logistics,Not Applicable,Self-serve,4,East
959,Q4,Enterprise,Enterprise,Active,54222,4,166,73,8.5,Media,Not Applicable,Enterprise CSM,6,South
960,Q4,SMB,Growth,Active,10361,6,47,66,6.3,Ecommerce,Not Applicable,Self-serve,1,South
961,Q4,SMB,Starter,Active,3850,5,4,45,8.5,Logistics,Not Applicable,Self-serve,2,South
962,Q4,SMB,Starter,Churned,4107,30,9,8,3.0,Ecommerce,Price,Self-serve,6,East
963,Q4,Mid-Market,Growth,Trial,13296,35,48,34,6.7,Logistics,Not Applicable,Assisted,4,East
964,Q4,SMB,Growth,Active,13156,7,36,59,8.0,SaaS,Not Applicable,Assisted,0,South
965,Q4,Mid-Market,Enterprise,Trial,38404,23,145,43,6.9,Healthcare,Not Applicable,Enterprise CSM,1,West
966,Q4,SMB,Growth,Active,10203,13,37,44,7.6,Media,Not Applicable,Assisted,3,East
967,Q4,Enterprise,Growth,Active,16756,28,26,59,6.1,Logistics,Not Applicable,Self-serve,1,West
968,Q4,Mid-Market,Enterprise,Active,58454,26,92,64,7.8,Healthcare,Not Applicable,Enterprise CSM,1,West
969,Q4,Mid-Market,Starter,Trial,4100,14,2,35,6.6,Healthcare,Not Applicable,Self-serve,1,South
970,Q4,Mid-Market,Growth,Active,13049,6,28,35,7.3,EdTech,Not Applicable,Unknown,3,East
971,Q4,SMB,Growth,Churned,19071,5,14,19,3.2,Ecommerce,Poor UX,Assisted,13,North
972,Q4,Enterprise,Growth,Churned,9863,4,15,39,4.0,Fintech,Missing features,Self-serve,5,West
973,Q4,Mid-Market,Growth,Active,12622,27,24,44,8.2,Healthcare,Not Applicable,Self-serve,1,West
974,Q4,SMB,Growth,Active,12713,6,19,58,8.5,Logistics,Not Applicable,Assisted,1,North
975,Q4,Enterprise,Enterprise,Trial,48933,14,63,30,7.8,Logistics,Not Applicable,Enterprise CSM,0,South
976,Q4,Mid-Market,Growth,Active,14152,7,7,62,6.0,Fintech,Not Applicable,Assisted,2,East
977,Q4,SMB,Starter,Active,3102,34,10,52,6.1,SaaS,Not Applicable,Self-serve,5,South
978,Q4,SMB,Starter,Active,2877,36,9,60,7.9,Ecommerce,Not Applicable,Self-serve,3,East
979,Q4,Mid-Market,Growth,Active,19613,19,35,51,6.9,Fintech,Not Applicable,Self-serve,5,North
980,Q4,Enterprise,Enterprise,Active,38885,3,31,57,7.9,Fintech,Not Applicable,Enterprise CSM,4,North
981,Q4,Enterprise,Growth,Trial,13393,13,42,26,7.8,Manufacturing,Not Applicable,Assisted,3,East
982,Q4,SMB,Enterprise,Trial,64458,14,98,24,6.6,Media,Not Applicable,Enterprise CSM,3,West
983,Q4,Enterprise,Enterprise,Paused,37920,23,85,41,7.1,Healthcare,Not Applicable,Enterprise CSM,4,East
984,Q4,Mid-Market,Starter,Churned,3180,9,9,24,3.1,EdTech,Not Applicable,Self-serve,11,North
985,Q4,Mid-Market,Growth,Paused,14294,18,49,22,7.6,Ecommerce,Not Applicable,Assisted,3,East
986,Q4,Mid-Market,Growth,Churned,14491,19,43,11,5.6,Media,Price,Self-serve,4,North
987,Q4,SMB,Starter,Churned,4297,17,7,32,4.5,Manufacturing,Price,Self-serve,7,East
988,Q4,SMB,Starter,Paused,3582,28,2,50,7.4,Ecommerce,Not Applicable,Self-serve,1,West
989,Q4,SMB,Starter,Paused,4069,32,10,37,5.7,Fintech,Not Applicable,Self-serve,2,South
990,Q4,SMB,Growth,Churned,10236,20,19,17,6.9,Healthcare,Missing features,Assisted,11,South
991,Q4,SMB,Starter,Active,2137,25,3,49,6.6,Ecommerce,Not Applicable,Self-serve,6,East
992,Q4,Enterprise,Enterprise,Churned,60802,30,37,5,3.1,Ecommerce,Competitor,Enterprise CSM,13,East
993,Q4,Enterprise,Enterprise,Active,36126,32,137,60,8.2,Ecommerce,Not Applicable,Enterprise CSM,0,South
994,Q4,Mid-Market,Growth,Paused,12768,3,38,20,5.9,Healthcare,Not Applicable,Self-serve,6,West
995,Q4,Mid-Market,Enterprise,Churned,74739,23,65,5,3.0,Manufacturing,Competitor,Enterprise CSM,15,West
996,Q4,Mid-Market,Growth,Paused,15378,33,5,35,5.4,Logistics,Not Applicable,Assisted,6,West
997,Q4,SMB,Growth,Active,13739,7,37,75,6.4,EdTech,Not Applicable,Assisted,0,South
998,Q4,SMB,Starter,Churned,4276,21,2,14,5.8,Media,Missing features,Unknown,8,East
999,Q4,Enterprise,Enterprise,Active,65899,29,40,67,6.8,Ecommerce,Not Applicable,Enterprise CSM,3,East
1000,Q4,SMB,Growth,Churned,14193,24,15,5,3.4,EdTech,Price,Assisted,13,East
1001,Q4,Mid-Market,Enterprise,Churned,45133,27,87,13,4.9,Ecommerce,Missing features,Enterprise CSM,14,East
1002,Q4,SMB,Starter,Active,4523,5,3,35,9.0,Ecommerce,Not Applicable,Self-serve,1,East
